age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
45,Bachelor,Engineer,Single,16,735,32,No Loan,181679
24,High School,Engineer,Married,46,481,4,No Loan,63513
48,PhD,Engineer,Single,46,342,5,No Loan,141228
56,PhD,Artist,Divorced,78,703,21,Large Loan,115561
39,PhD,Lawyer,Married,88,562,16,No Loan,50672
40,PhD,Manager,Divorced,89,369,14,Large Loan,66819
29,Bachelor,Artist,Single,61,591,38,No Loan,130408
24,Bachelor,Manager,Divorced,46,513,39,No Loan,187675
55,High School,Teacher,Divorced,51,446,27,Large Loan,141707
25,Master,Doctor,Single,62,324,1,Small Loan,132376
45,Master,Lawyer,Single,35,622,17,Large Loan,133777
23,High School,Teacher,Married,81,408,26,No Loan,139917
58,Master,Artist,Married,42,550,20,Large Loan,196550
58,High School,Doctor,Widowed,45,781,22,No Loan,106714
54,Bachelor,Teacher,Married,68,474,6,Large Loan,108752
20,PhD,Manager,Single,75,646,18,Large Loan,98778
43,PhD,Doctor,Divorced,47,469,8,Large Loan,154682
55,Bachelor,Manager,Divorced,79,301,11,Small Loan,143366
25,PhD,Teacher,Married,30,661,29,Large Loan,163568
60,PhD,Artist,Married,24,595,6,Large Loan,153037
63,Master,Manager,Single,66,501,1,Small Loan,53357
50,Bachelor,Doctor,Divorced,43,588,16,Small Loan,71252
39,Master,Teacher,Widowed,34,361,10,No Loan,187284
43,Master,Manager,Widowed,23,801,11,No Loan,30887
44,PhD,Artist,Married,61,425,2,Large Loan,108398
55,PhD,Lawyer,Widowed,95,348,20,No Loan,190928
40,Bachelor,Artist,Single,37,478,13,Large Loan,31040
49,PhD,Artist,Widowed,13,792,14,Small Loan,169512
43,PhD,Lawyer,Married,97,732,9,Small Loan,153053
63,Bachelor,Artist,Single,71,601,35,Large Loan,137725
61,PhD,Lawyer,Divorced,96,468,9,No Loan,53371
49,Master,Lawyer,Single,7,568,16,No Loan,175796
41,Bachelor,Manager,Married,42,663,24,No Loan,92879
47,PhD,Manager,Married,38,399,26,Large Loan,163260
26,High School,Lawyer,Widowed,52,514,32,No Loan,124542
54,Bachelor,Teacher,Widowed,44,396,10,Small Loan,84580
47,Bachelor,Doctor,Divorced,64,847,12,Small Loan,70216
33,High School,Teacher,Divorced,13,636,0,Small Loan,47044
29,PhD,Lawyer,Married,88,658,30,Small Loan,35620
35,PhD,Doctor,Married,28,589,32,Small Loan,45723
35,Bachelor,Manager,Married,96,695,20,Small Loan,66142
50,Bachelor,Doctor,Divorced,82,659,15,Small Loan,66503
61,PhD,Lawyer,Married,98,646,38,Small Loan,186315
44,PhD,Manager,Divorced,98,423,22,Small Loan,188932
32,Master,Doctor,Married,1,837,9,Large Loan,160326
25,Bachelor,Doctor,Single,43,721,32,Large Loan,180582
63,Bachelor,Teacher,Single,42,635,21,Small Loan,127837
28,High School,Doctor,Married,95,802,5,Small Loan,94937
64,Master,Lawyer,Single,50,356,35,Small Loan,188194
55,PhD,Engineer,Divorced,60,375,9,No Loan,110209
62,Master,Engineer,Widowed,1,765,15,Large Loan,185725
39,PhD,Engineer,Single,51,584,12,Small Loan,199408
37,PhD,Lawyer,Widowed,16,685,19,Large Loan,176894
62,Master,Engineer,Single,39,558,3,Small Loan,97403
40,Bachelor,Teacher,Divorced,15,776,19,No Loan,71944
23,PhD,Lawyer,Single,33,310,21,Small Loan,61002
52,Master,Manager,Single,87,559,28,Large Loan,42517
46,High School,Lawyer,Married,53,692,15,Large Loan,102366
26,Master,Lawyer,Widowed,98,668,22,Large Loan,35589
25,High School,Doctor,Widowed,17,483,29,Large Loan,85117
34,PhD,Doctor,Divorced,89,315,29,Small Loan,152340
37,Master,Doctor,Divorced,6,805,2,No Loan,84264
51,Master,Artist,Widowed,31,385,23,No Loan,59830
30,High School,Teacher,Married,69,309,36,Small Loan,84544
39,Master,Lawyer,Married,40,776,12,Small Loan,29627
43,Master,Lawyer,Widowed,30,463,31,Large Loan,150894
34,PhD,Doctor,Single,69,323,36,Small Loan,143159
26,Master,Lawyer,Widowed,76,611,11,No Loan,136446
40,Bachelor,Manager,Single,7,537,7,Small Loan,181526
61,High School,Lawyer,Widowed,13,761,23,Small Loan,96634
45,Master,Engineer,Single,4,761,15,No Loan,188301
63,High School,Manager,Married,50,537,31,No Loan,127111
33,High School,Manager,Widowed,3,321,33,Small Loan,128040
56,High School,Lawyer,Divorced,12,479,34,Large Loan,46341
40,Master,Artist,Single,65,798,31,Large Loan,40375
37,Master,Doctor,Married,27,774,16,Large Loan,120642
24,High School,Teacher,Divorced,50,638,1,No Loan,90627
22,Bachelor,Teacher,Married,77,830,25,No Loan,140145
42,High School,Engineer,Single,17,461,16,Large Loan,87515
45,Bachelor,Teacher,Widowed,72,360,37,Small Loan,26884
56,High School,Teacher,Married,32,384,1,Small Loan,103968
43,PhD,Doctor,Widowed,84,846,7,Small Loan,137586
38,High School,Doctor,Widowed,51,789,5,No Loan,110041
44,High School,Artist,Married,17,304,8,No Loan,104738
40,Master,Engineer,Married,34,375,0,Large Loan,100767
31,Bachelor,Teacher,Married,35,552,4,Small Loan,130946
60,PhD,Artist,Widowed,99,306,38,No Loan,65720
52,Bachelor,Engineer,Divorced,24,772,8,No Loan,34595
23,PhD,Manager,Single,54,437,13,Large Loan,110623
61,High School,Teacher,Divorced,18,657,26,Small Loan,190821
26,Master,Teacher,Widowed,50,462,8,No Loan,38918
41,Master,Doctor,Married,46,617,35,No Loan,153660
52,Bachelor,Lawyer,Married,48,757,28,No Loan,54984
36,Master,Engineer,Single,33,552,19,No Loan,133288
43,Bachelor,Teacher,Single,87,500,14,Small Loan,40813
53,Bachelor,Engineer,Divorced,89,831,35,Large Loan,160538
47,PhD,Artist,Divorced,27,464,2,Small Loan,59999
62,Bachelor,Artist,Single,1,531,22,Large Loan,83115
60,PhD,Lawyer,Widowed,85,627,8,No Loan,197236
58,Master,Teacher,Divorced,59,537,29,Small Loan,133715
41,Bachelor,Doctor,Married,10,419,18,Large Loan,115333
36,Bachelor,Teacher,Married,95,549,37,Large Loan,44699
53,High School,Engineer,Widowed,25,635,2,No Loan,167553
25,Bachelor,Manager,Single,84,583,2,Large Loan,108518
25,Bachelor,Artist,Divorced,57,497,33,Large Loan,187406
53,High School,Engineer,Married,66,715,1,Large Loan,143950
20,High School,Lawyer,Single,15,694,26,No Loan,108462
29,Master,Artist,Divorced,28,450,22,Small Loan,164405
40,Bachelor,Doctor,Widowed,13,564,31,No Loan,104996
24,Master,Artist,Married,14,519,34,Large Loan,90625
21,Master,Manager,Widowed,66,515,39,Large Loan,45790
41,High School,Teacher,Widowed,34,614,17,Small Loan,161562
21,PhD,Manager,Widowed,99,515,26,Large Loan,73055
29,Master,Manager,Divorced,25,634,10,Small Loan,133759
53,PhD,Teacher,Widowed,54,658,38,Large Loan,143394
35,Bachelor,Artist,Divorced,79,460,18,Large Loan,123163
58,High School,Lawyer,Divorced,12,810,24,No Loan,173665
41,Bachelor,Teacher,Widowed,9,456,6,No Loan,193818
31,Bachelor,Teacher,Widowed,31,461,30,Small Loan,60992
43,High School,Doctor,Single,78,341,1,No Loan,62624
59,Bachelor,Artist,Married,93,479,37,Small Loan,114713
57,High School,Teacher,Single,53,602,4,No Loan,178695
29,PhD,Lawyer,Married,43,629,13,Small Loan,116471
54,Bachelor,Engineer,Married,38,728,17,Large Loan,156220
51,High School,Artist,Single,42,649,35,Small Loan,171335
26,Master,Doctor,Single,72,419,3,No Loan,49449
40,Bachelor,Manager,Married,48,374,23,Small Loan,155670
39,PhD,Teacher,Married,67,422,12,No Loan,152690
45,High School,Lawyer,Married,66,481,20,Large Loan,122138
23,Bachelor,Artist,Divorced,16,556,32,No Loan,141405
41,Bachelor,Lawyer,Married,83,568,19,Large Loan,67314
34,Bachelor,Lawyer,Widowed,94,792,4,Large Loan,169610
59,PhD,Manager,Widowed,16,479,23,No Loan,92899
40,High School,Doctor,Widowed,31,448,34,Large Loan,52508
34,Master,Artist,Single,58,817,29,No Loan,93643
41,Master,Teacher,Single,28,447,27,Small Loan,161700
47,Master,Doctor,Single,4,308,6,Large Loan,141189
33,High School,Teacher,Married,10,477,34,Small Loan,66409
46,Master,Engineer,Widowed,51,694,29,Small Loan,40180
60,PhD,Lawyer,Married,18,630,33,No Loan,168449
59,High School,Engineer,Divorced,47,355,38,No Loan,68548
47,Bachelor,Lawyer,Divorced,32,506,8,Large Loan,152151
45,PhD,Manager,Single,30,404,11,No Loan,149323
21,Bachelor,Doctor,Divorced,36,846,28,Small Loan,80003
44,Master,Teacher,Widowed,9,654,9,Small Loan,45319
22,PhD,Manager,Divorced,36,788,26,Small Loan,186757
27,High School,Teacher,Single,29,802,18,Large Loan,139637
63,PhD,Doctor,Married,16,349,12,No Loan,48214
52,Bachelor,Artist,Divorced,92,386,36,Small Loan,77861
61,High School,Engineer,Widowed,21,602,31,Large Loan,151122
54,PhD,Engineer,Widowed,64,300,14,No Loan,121649
25,PhD,Teacher,Widowed,66,680,20,No Loan,74655
58,PhD,Teacher,Married,59,661,2,Small Loan,144739
42,PhD,Teacher,Widowed,99,680,7,Large Loan,126401
44,High School,Doctor,Single,28,461,5,Small Loan,136892
62,Bachelor,Artist,Single,55,318,28,Small Loan,34657
38,PhD,Engineer,Widowed,31,542,18,Large Loan,160592
24,High School,Manager,Divorced,33,428,16,Small Loan,141585
30,Bachelor,Lawyer,Widowed,87,475,9,Large Loan,192556
31,PhD,Doctor,Single,60,708,32,Large Loan,54577
29,Bachelor,Engineer,Single,41,383,12,Small Loan,55558
27,Bachelor,Artist,Single,81,675,26,Small Loan,132146
43,High School,Doctor,Divorced,46,521,11,No Loan,157282
47,Bachelor,Manager,Divorced,49,624,1,No Loan,88807
60,High School,Engineer,Divorced,65,750,9,Large Loan,140056
55,PhD,Doctor,Single,42,715,20,Large Loan,199376
56,Bachelor,Engineer,Married,23,744,22,Large Loan,123235
40,Bachelor,Engineer,Widowed,27,624,0,No Loan,27843
27,Master,Artist,Widowed,89,822,32,Small Loan,44834
28,PhD,Lawyer,Single,32,465,25,Small Loan,118263
34,PhD,Artist,Divorced,83,537,14,No Loan,135850
59,Master,Engineer,Married,88,312,21,Small Loan,108064
37,Master,Doctor,Married,3,556,24,Small Loan,77278
61,High School,Manager,Divorced,60,813,0,Small Loan,65428
39,High School,Artist,Widowed,76,509,25,No Loan,90553
25,Bachelor,Lawyer,Widowed,99,783,20,Large Loan,136924
31,Bachelor,Engineer,Married,79,664,23,Small Loan,96535
21,Bachelor,Manager,Married,17,524,38,Small Loan,148825
26,Bachelor,Artist,Divorced,32,493,15,Large Loan,190127
35,High School,Artist,Widowed,7,495,31,Small Loan,172723
22,PhD,Artist,Married,83,699,15,Small Loan,58202
64,Bachelor,Artist,Widowed,71,356,12,Large Loan,191337
22,PhD,Manager,Married,69,512,31,No Loan,64208
46,Bachelor,Doctor,Divorced,58,578,23,No Loan,63805
62,Master,Lawyer,Widowed,40,679,12,Small Loan,196646
59,Bachelor,Lawyer,Married,85,416,10,Small Loan,77360
57,Bachelor,Engineer,Married,48,750,14,Large Loan,132214
52,Bachelor,Teacher,Married,51,709,9,Large Loan,135168
47,High School,Doctor,Married,57,666,2,Small Loan,115852
20,Master,Engineer,Divorced,71,412,15,Small Loan,96231
27,Bachelor,Engineer,Widowed,37,463,16,No Loan,104414
56,Bachelor,Artist,Widowed,87,303,24,No Loan,131264
51,PhD,Teacher,Single,75,322,29,No Loan,29886
62,Master,Teacher,Widowed,74,391,34,No Loan,28771
56,Bachelor,Doctor,Single,85,768,36,Large Loan,121183
23,PhD,Teacher,Married,55,454,12,No Loan,84070
49,PhD,Engineer,Divorced,41,506,23,No Loan,145711
25,High School,Teacher,Divorced,97,380,37,Small Loan,194744
38,PhD,Teacher,Married,20,782,25,No Loan,71686
51,Bachelor,Lawyer,Single,33,706,8,Small Loan,72193
28,High School,Engineer,Married,40,402,18,Small Loan,105630
31,High School,Manager,Divorced,99,539,27,No Loan,116210
30,Bachelor,Teacher,Divorced,34,564,6,No Loan,150501
35,Master,Teacher,Widowed,62,332,21,Small Loan,69765
20,PhD,Artist,Single,91,334,29,Large Loan,150890
64,High School,Teacher,Widowed,19,548,36,Small Loan,118095
40,Master,Teacher,Divorced,43,349,15,Large Loan,180559
49,Bachelor,Lawyer,Divorced,69,579,35,Large Loan,151584
32,PhD,Engineer,Widowed,63,451,4,No Loan,108764
53,PhD,Doctor,Widowed,93,836,28,No Loan,159996
23,High School,Engineer,Divorced,10,529,22,No Loan,155530
47,PhD,Artist,Widowed,13,587,5,No Loan,73469
57,PhD,Engineer,Widowed,93,694,35,Small Loan,177337
50,PhD,Teacher,Single,5,752,32,Large Loan,41918
46,PhD,Artist,Divorced,58,332,15,Small Loan,65345
24,Bachelor,Engineer,Married,59,662,33,Large Loan,164548
44,Master,Artist,Single,76,410,25,Small Loan,65755
22,Bachelor,Doctor,Married,59,420,36,Large Loan,35861
52,Bachelor,Engineer,Widowed,77,315,12,No Loan,116241
23,High School,Manager,Widowed,86,822,16,Large Loan,131999
44,PhD,Teacher,Married,15,397,31,No Loan,196776
39,Bachelor,Artist,Widowed,77,415,31,Large Loan,185911
53,PhD,Manager,Widowed,1,770,27,Small Loan,82405
45,Bachelor,Manager,Single,38,738,28,Large Loan,112781
24,Bachelor,Lawyer,Married,53,580,24,Small Loan,79353
54,High School,Artist,Single,52,648,21,Small Loan,43767
47,Master,Manager,Married,1,531,26,No Loan,82554
48,Master,Lawyer,Single,11,410,37,Large Loan,150274
28,Bachelor,Manager,Divorced,58,651,19,Small Loan,137619
57,High School,Teacher,Divorced,40,311,23,Large Loan,164640
25,PhD,Doctor,Married,86,787,7,No Loan,198217
38,PhD,Lawyer,Divorced,99,832,13,No Loan,183927
63,Bachelor,Doctor,Single,60,584,38,Large Loan,146652
30,Master,Artist,Married,44,844,13,Small Loan,130366
21,High School,Teacher,Divorced,6,691,4,Small Loan,77650
63,Master,Lawyer,Divorced,28,469,20,Small Loan,170451
63,PhD,Artist,Married,31,376,14,Large Loan,93383
28,Master,Manager,Divorced,8,596,35,Small Loan,114578
40,PhD,Engineer,Divorced,5,629,32,Small Loan,179902
43,High School,Artist,Married,54,362,16,Small Loan,180539
53,High School,Doctor,Divorced,17,569,19,No Loan,189572
41,Bachelor,Teacher,Divorced,38,515,0,Small Loan,79215
22,Bachelor,Teacher,Divorced,9,489,15,Large Loan,86212
31,Master,Artist,Divorced,74,374,17,Large Loan,130617
47,High School,Manager,Widowed,84,809,9,Small Loan,179692
49,High School,Engineer,Married,78,392,22,Large Loan,70577
45,Bachelor,Doctor,Widowed,14,352,17,Large Loan,125462
40,PhD,Artist,Widowed,26,795,8,Small Loan,143352
47,Master,Artist,Single,93,393,29,No Loan,84999
45,Master,Teacher,Widowed,62,528,12,Small Loan,148958
52,Bachelor,Doctor,Widowed,91,549,30,Large Loan,180267
40,High School,Engineer,Single,25,690,12,Large Loan,89383
54,Bachelor,Teacher,Divorced,80,481,31,Small Loan,184294
53,Bachelor,Artist,Divorced,36,566,16,Large Loan,160691
60,Bachelor,Teacher,Widowed,98,580,2,No Loan,141881
37,Bachelor,Teacher,Single,80,382,0,Small Loan,57287
30,PhD,Lawyer,Divorced,33,485,4,Large Loan,83928
42,PhD,Teacher,Single,3,830,31,No Loan,154895
41,High School,Manager,Married,87,647,24,Large Loan,45428
36,Bachelor,Teacher,Married,11,722,4,No Loan,167678
24,PhD,Manager,Married,58,753,36,Large Loan,76138
63,High School,Doctor,Married,64,566,22,Small Loan,150606
30,Bachelor,Teacher,Widowed,18,806,11,Large Loan,114393
49,Master,Engineer,Married,47,441,33,Small Loan,43132
34,PhD,Manager,Married,44,615,22,No Loan,106094
46,High School,Manager,Single,93,531,15,No Loan,91454
54,Master,Artist,Divorced,59,596,4,Large Loan,50695
52,Bachelor,Doctor,Single,50,321,27,Small Loan,154598
39,Bachelor,Teacher,Widowed,69,683,5,Small Loan,164969
35,Bachelor,Engineer,Married,88,425,12,No Loan,177385
53,PhD,Artist,Divorced,29,402,29,No Loan,190647
21,High School,Doctor,Divorced,93,409,25,Large Loan,116511
54,Master,Manager,Married,90,771,16,No Loan,29423
59,High School,Engineer,Married,67,364,8,No Loan,198652
47,PhD,Teacher,Widowed,2,771,15,Small Loan,89806
58,High School,Lawyer,Widowed,25,375,17,Small Loan,60210
25,PhD,Lawyer,Married,19,318,12,Small Loan,27595
28,Bachelor,Doctor,Married,40,683,28,No Loan,94611
39,Master,Engineer,Married,2,489,23,Large Loan,100177
20,Bachelor,Artist,Married,83,659,12,Large Loan,110862
27,High School,Engineer,Divorced,65,751,24,No Loan,59539
42,Bachelor,Manager,Widowed,62,378,0,Large Loan,79827
22,Master,Lawyer,Married,91,471,8,No Loan,75169
23,Bachelor,Doctor,Married,54,511,3,Large Loan,126996
44,Master,Teacher,Divorced,45,744,27,No Loan,86568
57,Master,Engineer,Single,49,448,11,Small Loan,181166
34,Bachelor,Lawyer,Married,99,309,23,Large Loan,67095
40,PhD,Artist,Divorced,69,841,8,Small Loan,109692
54,High School,Doctor,Divorced,38,354,34,Small Loan,165079
33,PhD,Teacher,Single,4,479,37,Large Loan,198994
55,PhD,Engineer,Widowed,17,680,34,No Loan,85210
31,Bachelor,Artist,Widowed,53,721,32,Small Loan,38377
36,High School,Teacher,Widowed,85,750,34,Small Loan,142790
58,High School,Manager,Married,53,392,19,No Loan,147150
28,PhD,Lawyer,Widowed,31,819,1,No Loan,157872
54,Bachelor,Manager,Married,22,712,25,Large Loan,42192
32,High School,Lawyer,Married,11,693,12,Large Loan,62901
34,PhD,Artist,Divorced,34,630,29,No Loan,25969
37,High School,Manager,Widowed,15,732,31,Small Loan,192919
52,Bachelor,Lawyer,Widowed,10,462,35,No Loan,76031
25,Bachelor,Doctor,Widowed,96,339,18,Large Loan,61087
46,Bachelor,Artist,Married,53,384,21,Small Loan,62473
42,High School,Lawyer,Married,48,390,0,Small Loan,195451
46,Master,Engineer,Widowed,31,783,10,Large Loan,55655
53,High School,Lawyer,Married,37,684,25,Small Loan,171331
57,Master,Manager,Married,28,492,18,No Loan,90923
33,Bachelor,Doctor,Single,31,552,18,Large Loan,70814
55,PhD,Teacher,Single,70,543,11,Small Loan,93025
27,Master,Teacher,Widowed,14,569,2,Large Loan,132011
54,Bachelor,Lawyer,Widowed,87,318,17,Small Loan,93426
38,Bachelor,Teacher,Single,16,339,4,No Loan,91258
49,Master,Lawyer,Married,25,815,23,Large Loan,33947
33,PhD,Doctor,Married,39,332,13,Small Loan,191090
39,Bachelor,Teacher,Divorced,66,749,37,No Loan,131881
44,Master,Manager,Widowed,38,838,2,No Loan,90461
59,PhD,Manager,Widowed,41,618,5,No Loan,47510
43,PhD,Engineer,Widowed,98,423,11,Small Loan,130077
33,Bachelor,Lawyer,Divorced,40,671,10,Small Loan,167279
45,High School,Teacher,Divorced,64,650,38,No Loan,171145
57,High School,Manager,Married,89,622,25,No Loan,103183
42,Bachelor,Doctor,Single,16,787,0,No Loan,164262
41,PhD,Doctor,Single,82,750,15,No Loan,61855
38,Bachelor,Engineer,Single,77,652,8,No Loan,62846
22,Master,Doctor,Married,59,415,4,Small Loan,164214
61,High School,Doctor,Single,91,312,7,Large Loan,117079
38,Master,Teacher,Divorced,98,619,20,Large Loan,77470
28,Bachelor,Lawyer,Divorced,11,464,32,Large Loan,132568
47,Bachelor,Artist,Widowed,1,384,38,Small Loan,104949
39,PhD,Doctor,Single,13,547,19,Large Loan,25768
64,PhD,Doctor,Divorced,30,731,21,Large Loan,52255
26,PhD,Artist,Widowed,69,778,12,Large Loan,66946
33,Master,Doctor,Single,18,667,38,Large Loan,161629
28,PhD,Teacher,Single,78,656,10,No Loan,199391
38,Bachelor,Teacher,Divorced,13,707,17,Small Loan,118156
33,PhD,Artist,Widowed,32,644,29,Large Loan,43691
57,High School,Manager,Widowed,71,478,32,No Loan,124693
55,PhD,Doctor,Divorced,72,724,2,Large Loan,166335
59,Master,Manager,Divorced,50,840,0,Large Loan,103922
36,High School,Doctor,Divorced,71,742,35,Large Loan,133165
49,High School,Lawyer,Single,80,605,5,Large Loan,50993
28,High School,Doctor,Divorced,31,666,36,Large Loan,139121
52,Master,Teacher,Divorced,51,335,28,No Loan,129537
44,Bachelor,Engineer,Married,27,762,10,Large Loan,37324
33,PhD,Engineer,Divorced,60,445,12,No Loan,117981
30,High School,Engineer,Divorced,33,445,10,Large Loan,182234
54,High School,Engineer,Single,53,679,37,Small Loan,95203
60,High School,Manager,Widowed,93,467,24,No Loan,57383
33,Bachelor,Manager,Single,72,574,14,Large Loan,176858
49,Bachelor,Doctor,Married,33,386,12,No Loan,187331
60,Master,Manager,Divorced,41,453,32,Large Loan,187723
23,Bachelor,Doctor,Divorced,19,796,12,Large Loan,86080
23,PhD,Lawyer,Divorced,85,614,37,No Loan,99659
47,Master,Doctor,Divorced,41,573,23,Large Loan,195828
27,Master,Engineer,Divorced,85,561,19,Large Loan,38755
21,PhD,Artist,Divorced,89,786,16,Large Loan,125296
60,PhD,Artist,Married,42,753,23,Large Loan,64661
41,PhD,Teacher,Divorced,23,742,25,Large Loan,102277
60,Master,Teacher,Divorced,75,561,39,Large Loan,175600
35,Master,Doctor,Divorced,33,842,31,No Loan,138693
48,Master,Artist,Married,20,404,28,Small Loan,113802
49,PhD,Engineer,Divorced,25,649,13,Large Loan,179926
31,PhD,Manager,Married,90,737,36,No Loan,87236
54,High School,Engineer,Single,52,468,21,Small Loan,67494
30,Bachelor,Engineer,Divorced,12,642,33,No Loan,85480
40,High School,Doctor,Widowed,32,529,26,Small Loan,175130
40,PhD,Doctor,Married,33,322,27,Small Loan,95084
24,Master,Lawyer,Single,74,580,21,Small Loan,185574
39,PhD,Engineer,Married,68,818,2,No Loan,83204
56,Bachelor,Engineer,Married,15,552,21,Small Loan,39263
22,High School,Doctor,Single,51,703,20,Large Loan,169178
63,High School,Doctor,Divorced,6,432,15,Large Loan,108312
52,Master,Lawyer,Divorced,91,573,8,Small Loan,40396
28,High School,Lawyer,Married,69,531,12,Small Loan,51455
28,High School,Teacher,Single,69,844,9,Large Loan,139547
23,PhD,Artist,Divorced,82,378,20,No Loan,79490
54,High School,Engineer,Married,92,334,39,No Loan,156720
36,High School,Engineer,Widowed,35,794,6,Large Loan,80546
53,High School,Lawyer,Single,86,409,21,No Loan,89396
43,Master,Lawyer,Widowed,34,620,17,No Loan,58588
51,Master,Teacher,Widowed,63,627,20,Small Loan,89202
20,PhD,Artist,Married,68,683,13,No Loan,140159
27,High School,Teacher,Single,18,663,9,Large Loan,139809
64,Master,Artist,Divorced,26,531,32,No Loan,46829
42,Master,Manager,Divorced,86,713,8,Small Loan,128180
59,PhD,Engineer,Married,97,593,17,Large Loan,109715
31,Bachelor,Teacher,Divorced,61,846,12,Large Loan,61984
31,High School,Lawyer,Divorced,78,473,16,Large Loan,158249
34,Master,Teacher,Widowed,95,691,22,Small Loan,174755
60,PhD,Manager,Widowed,74,401,24,Large Loan,122042
38,PhD,Teacher,Single,88,592,15,Small Loan,88276
45,PhD,Engineer,Widowed,85,384,23,Small Loan,36693
48,Master,Manager,Divorced,48,500,30,No Loan,160214
41,High School,Lawyer,Single,72,840,10,Large Loan,141656
59,Bachelor,Lawyer,Single,96,596,22,No Loan,113564
40,High School,Doctor,Married,31,355,38,No Loan,86291
57,PhD,Manager,Widowed,34,771,21,Small Loan,27472
39,PhD,Doctor,Single,87,315,32,No Loan,105836
48,Bachelor,Doctor,Divorced,89,365,17,No Loan,55549
23,High School,Engineer,Single,7,771,13,No Loan,103554
26,PhD,Teacher,Single,83,322,27,Large Loan,181898
47,PhD,Lawyer,Married,7,785,10,No Loan,93646
47,High School,Lawyer,Divorced,47,714,23,Small Loan,104142
23,PhD,Teacher,Divorced,8,604,35,Large Loan,164873
41,High School,Lawyer,Widowed,78,476,18,Small Loan,148937
31,PhD,Teacher,Divorced,1,494,12,Large Loan,134530
64,High School,Manager,Single,77,312,32,Large Loan,122347
22,Bachelor,Engineer,Divorced,3,465,18,Large Loan,117358
41,PhD,Engineer,Divorced,53,449,31,Small Loan,144343
63,Bachelor,Engineer,Single,92,640,14,No Loan,25258
21,PhD,Teacher,Married,38,473,10,Large Loan,162940
43,PhD,Teacher,Widowed,51,466,22,Small Loan,31817
53,Master,Artist,Widowed,15,396,4,Large Loan,63512
46,High School,Lawyer,Married,67,703,21,No Loan,55856
60,Bachelor,Lawyer,Single,64,376,17,Large Loan,168164
20,Bachelor,Artist,Widowed,68,536,6,Small Loan,121636
27,Bachelor,Artist,Married,5,590,32,Large Loan,155571
42,High School,Engineer,Married,90,435,2,Small Loan,107157
57,Master,Artist,Married,89,666,27,No Loan,61123
25,Bachelor,Teacher,Widowed,10,847,0,No Loan,113521
41,High School,Doctor,Widowed,8,547,36,Large Loan,26158
44,PhD,Teacher,Widowed,12,513,21,No Loan,123898
37,Bachelor,Artist,Widowed,64,369,18,Small Loan,43134
36,Bachelor,Lawyer,Divorced,59,628,13,Large Loan,41786
31,Master,Teacher,Married,67,315,2,Small Loan,115933
25,Bachelor,Lawyer,Divorced,91,786,18,Large Loan,80030
45,Bachelor,Teacher,Married,50,473,32,Small Loan,35494
46,PhD,Lawyer,Widowed,23,573,20,Large Loan,51273
27,High School,Manager,Widowed,40,823,0,Small Loan,119040
38,High School,Teacher,Divorced,97,518,25,Small Loan,170832
61,Master,Lawyer,Single,78,812,9,Large Loan,63302
20,PhD,Doctor,Widowed,87,698,34,Small Loan,95822
48,High School,Engineer,Single,95,410,12,No Loan,70540
64,PhD,Teacher,Married,77,763,5,Small Loan,188502
54,High School,Doctor,Divorced,76,392,5,Large Loan,63419
59,PhD,Engineer,Single,99,750,34,No Loan,159624
33,Master,Teacher,Single,18,695,15,No Loan,84571
54,Bachelor,Doctor,Widowed,21,778,7,Small Loan,179694
64,Master,Doctor,Single,1,615,2,Small Loan,73829
39,High School,Manager,Single,38,652,4,Small Loan,161068
32,Master,Doctor,Married,41,538,20,No Loan,59232
57,Bachelor,Manager,Divorced,42,403,30,No Loan,87083
27,Master,Artist,Widowed,9,328,13,No Loan,79034
62,High School,Lawyer,Widowed,23,388,36,Large Loan,64379
39,High School,Engineer,Single,78,674,18,Large Loan,187074
52,Master,Lawyer,Married,11,696,36,Small Loan,60868
45,Bachelor,Lawyer,Single,71,663,19,Large Loan,51532
58,Master,Manager,Single,31,446,1,Large Loan,61861
40,Bachelor,Lawyer,Widowed,88,613,6,Small Loan,177307
61,PhD,Doctor,Single,26,847,32,Small Loan,133532
62,Bachelor,Manager,Single,30,751,5,No Loan,159651
60,PhD,Lawyer,Married,34,805,6,No Loan,50619
28,Master,Manager,Widowed,46,785,17,Small Loan,46829
43,Bachelor,Artist,Divorced,69,400,28,Small Loan,45912
56,PhD,Manager,Married,5,406,18,Large Loan,196406
60,PhD,Teacher,Married,61,590,24,Large Loan,198073
36,PhD,Doctor,Married,83,648,3,Large Loan,190413
43,High School,Engineer,Widowed,38,526,12,Small Loan,168735
40,Master,Teacher,Single,28,349,31,Small Loan,47104
58,PhD,Teacher,Divorced,26,457,26,No Loan,198395
60,Bachelor,Teacher,Widowed,61,627,33,Large Loan,173712
58,PhD,Lawyer,Single,23,376,27,No Loan,173583
32,High School,Manager,Married,46,753,8,Small Loan,123235
30,Master,Manager,Widowed,30,609,7,Large Loan,142472
38,High School,Lawyer,Single,67,626,20,No Loan,119428
30,High School,Doctor,Divorced,92,807,29,Small Loan,80233
32,High School,Lawyer,Divorced,33,406,28,No Loan,157121
64,Bachelor,Lawyer,Single,3,540,8,Large Loan,128487
20,Master,Lawyer,Widowed,69,734,12,No Loan,92837
59,Master,Doctor,Married,83,327,17,No Loan,83498
63,Bachelor,Doctor,Single,42,548,37,Small Loan,139717
